customer_id,industry,company_size,contract_length,tenure_months,seats_purchased,seats_active,seat_utilization,logins_last_30d,usage_trend_pct,support_tickets_last_90_days,payment_failures_last_12mo,nps_score,core_feature_adoption_rate,csm_assigned,churned,logins_per_active_seat,support_tickets_per_active_seat,predicted_churn_probability,predicted_churn,churn_risk_band
C01319,Other,19,annual,8,7,3,0.429,6,0.385,3,0,5.0,0.24,0,0,1.5,0.75,0.29165579887355,0,Low
C01320,Finance,95,monthly,2,8,3,0.375,2,0.2,6,0,,0.573,0,0,0.5,1.5,0.2111928625591589,0,Low
C01321,Retail,50,monthly,1,9,7,0.778,7,0.235,5,0,,0.735,1,0,0.875,0.625,0.012065820493474134,0,Very Low
C01322,Finance,406,annual,14,19,13,0.684,18,0.059,1,1,6.0,0.357,1,1,1.2857142857142858,0.07142857142857142,0.08467102232775277,0,Very Low
C01323,Tech,21,annual,8,9,5,0.556,12,0.636,1,0,,0.661,0,0,2.0,0.16666666666666666,0.02105882393097188,0,Very Low
C01324,Tech,41,multi_year,2,6,3,0.5,5,0.364,1,0,,0.39,0,0,1.25,0.25,0.059590084756504,0,Very Low
C01325,Tech,13,monthly,2,6,4,0.667,3,-0.357,2,0,4.0,0.515,0,0,0.6,0.4,0.28768637207965037,0,Low
C01326,Tech,10,annual,9,6,4,0.667,3,-0.25,0,0,6.0,0.526,0,0,0.6,0.0,0.056408986032155654,0,Very Low
C01327,Other,72,annual,7,7,4,0.571,3,-0.4,3,0,5.0,0.497,0,0,0.6,0.6,0.16695197412163693,0,Very Low
C01328,Healthcare,58,annual,4,9,4,0.444,4,0.091,3,0,6.0,0.566,0,0,0.8,0.6,0.054511109784407236,0,Very Low
C01329,Retail,12,monthly,25,7,2,0.286,1,-0.5,2,0,4.0,0.479,0,1,0.3333333333333333,0.6666666666666666,0.6576437084106448,1,High
C01330,,93,annual,11,11,9,0.818,9,0.5,2,0,4.0,0.862,0,0,0.9,0.2,0.0051163022155518755,0,Very Low
C01331,Finance,31,monthly,10,8,2,0.25,3,-0.182,3,0,4.0,0.227,1,1,1.0,1.0,0.7225671888886397,1,High
C01332,Tech,36,monthly,20,12,10,0.833,5,-0.5,0,0,7.0,0.714,0,0,0.45454545454545453,0.0,0.025790064263798013,0,Very Low
C01333,Finance,250,annual,40,10,7,0.7,4,-0.333,0,0,,0.662,1,0,0.5,0.0,0.0065155610613284645,0,Very Low
C01334,Healthcare,81,multi_year,12,15,14,0.933,13,0.0,1,0,,0.495,0,0,0.8666666666666667,0.06666666666666667,0.00668777854568018,0,Very Low
C01335,Finance,117,annual,8,7,5,0.714,6,0.0,0,0,,0.567,1,0,1.0,0.0,0.009935886276851612,0,Very Low
C01336,,186,annual,10,15,10,0.667,15,0.154,1,0,6.0,0.682,1,0,1.3636363636363635,0.09090909090909091,0.009526187472746644,0,Very Low
C01337,Tech,53,multi_year,7,12,7,0.583,1,-0.885,4,0,,0.429,1,0,0.125,0.5,0.1635852232790815,0,Very Low
C01338,Other,28,monthly,21,6,3,0.5,0,-1.0,0,0,4.0,0.621,0,0,0.0,0.0,0.4153945203446124,1,Medium
C01339,Tech,177,multi_year,24,12,5,0.417,5,-0.318,5,0,4.0,0.237,1,0,0.8333333333333334,0.8333333333333334,0.2820679223820669,0,Low
C01340,Tech,229,monthly,23,11,6,0.545,11,0.571,1,0,5.0,0.739,1,0,1.5714285714285714,0.14285714285714285,0.008705476562865801,0,Very Low
C01341,Retail,8,annual,29,6,3,0.5,6,0.5,1,0,3.0,0.277,0,0,1.5,0.25,0.1846080427435124,0,Very Low
C01342,Manufacturing,16,monthly,23,5,4,0.8,5,0.25,1,0,5.0,0.621,0,0,1.0,0.2,0.023589588474289106,0,Very Low
C01343,Retail,17,annual,20,7,6,0.857,6,0.385,0,0,6.0,0.553,1,0,0.8571428571428571,0.0,0.0027484458504676993,0,Very Low
C01344,Tech,16,monthly,10,10,5,0.5,4,-0.2,1,0,4.0,0.507,0,0,0.6666666666666666,0.16666666666666666,0.3354378277765571,0,Low
C01345,Manufacturing,150,annual,20,14,7,0.5,3,-0.357,2,0,3.0,0.642,1,0,0.375,0.25,0.07204353967857377,0,Very Low
C01346,Finance,28,annual,27,10,6,0.6,4,-0.25,4,0,5.0,0.417,1,0,0.5714285714285714,0.5714285714285714,0.07584961219071093,0,Very Low
C01347,Manufacturing,30,annual,7,7,5,0.714,5,0.25,3,0,6.0,0.48,0,0,0.8333333333333334,0.5,0.029241008141757594,0,Very Low
C01348,Manufacturing,50,monthly,68,8,1,0.125,3,0.286,3,0,4.0,0.348,0,1,1.5,1.5,0.5656776193408596,1,Medium
C01349,Other,74,annual,18,8,7,0.875,7,0.235,2,0,7.0,0.664,0,0,0.875,0.25,0.0037239950613774035,0,Very Low
C01350,,39,annual,10,11,7,0.636,10,0.765,3,0,,0.647,0,0,1.25,0.375,0.014485211681150316,0,Very Low
C01351,Manufacturing,58,monthly,17,13,11,0.846,8,-0.294,2,0,,0.823,1,0,0.6666666666666666,0.16666666666666666,0.010111031401588725,0,Very Low
C01352,Healthcare,9,monthly,3,4,2,0.5,3,-0.1,0,1,7.0,0.627,0,0,1.0,0.0,0.24961245658210152,0,Low
C01353,Healthcare,43,annual,5,11,8,0.727,17,0.645,0,0,,0.452,0,0,1.8888888888888888,0.0,0.01103368643401267,0,Very Low
C01354,,17,annual,19,5,3,0.6,3,-0.308,1,0,,0.354,0,1,0.75,0.25,0.21171976065197531,0,Low
C01355,,37,annual,2,12,7,0.583,8,0.263,0,0,3.0,0.324,0,1,1.0,0.0,0.21940796064321322,0,Low
C01356,Finance,149,multi_year,23,10,8,0.8,10,-0.118,0,0,8.0,0.361,1,0,1.1111111111111112,0.0,0.0054028731529362,0,Very Low
C01357,Retail,57,annual,10,8,7,0.875,12,0.5,1,0,,0.858,0,0,1.5,0.125,0.0020570301039149782,0,Very Low
C01358,Tech,35,annual,5,12,8,0.667,6,0.059,2,0,7.0,0.419,0,0,0.6666666666666666,0.2222222222222222,0.043117097953816574,0,Very Low
C01359,Tech,147,annual,5,10,8,0.8,5,-0.211,0,0,,0.501,1,0,0.5555555555555556,0.0,0.012697645102658837,0,Very Low
C01360,Retail,244,monthly,5,13,9,0.692,12,0.714,1,0,5.0,0.552,1,0,1.2,0.1,0.00798509030787224,0,Very Low
C01361,Finance,70,monthly,40,9,7,0.778,14,0.615,2,0,,0.757,0,0,1.75,0.25,0.0055164107547923304,0,Very Low
C01362,Manufacturing,18,annual,7,10,7,0.7,4,-0.143,0,0,8.0,0.433,0,0,0.5,0.0,0.031182980289724112,0,Very Low
C01363,Retail,175,annual,1,13,9,0.692,7,-0.276,4,0,,0.649,1,0,0.7,0.4,0.022299610959728055,0,Very Low
C01364,Retail,40,annual,14,7,4,0.571,4,0.0,1,0,3.0,0.376,0,0,0.8,0.2,0.1732444511371815,0,Very Low
C01365,Tech,14,annual,11,4,3,0.75,2,-0.25,0,0,2.0,0.759,0,0,0.5,0.0,0.04645123676930981,0,Very Low
C01366,Other,61,monthly,1,14,10,0.714,4,-0.571,2,0,,0.695,0,0,0.36363636363636365,0.18181818181818182,0.11694595016502181,0,Very Low
C01367,Tech,18,multi_year,9,9,5,0.556,4,-0.143,1,0,4.0,0.483,0,1,0.6666666666666666,0.16666666666666666,0.11716638217900535,0,Very Low
C01368,Manufacturing,18,multi_year,4,6,5,0.833,4,-0.143,1,0,8.0,0.421,0,0,0.6666666666666666,0.16666666666666666,0.0158135834389083,0,Very Low
C01369,Finance,10,annual,8,6,2,0.333,7,0.615,1,0,,0.594,0,0,2.3333333333333335,0.3333333333333333,0.09165378104454149,0,Very Low
C01370,Retail,11,multi_year,6,6,4,0.667,3,-0.25,0,0,,0.624,0,0,0.6,0.0,0.03237398801798554,0,Very Low
C01371,Tech,62,annual,16,6,4,0.667,4,-0.077,1,1,4.0,0.414,0,0,0.8,0.2,0.2959114674479391,0,Low
C01372,Tech,2,annual,35,2,1,0.5,4,0.5,0,0,5.0,0.617,0,1,2.0,0.0,0.0392183408064696,0,Very Low
C01373,Tech,55,annual,33,6,3,0.5,2,-0.143,1,0,,0.423,0,0,0.5,0.25,0.08112545092667196,0,Very Low
C01374,Manufacturing,71,annual,96,13,10,0.769,12,0.161,2,1,3.0,0.731,0,0,1.0909090909090908,0.18181818181818182,0.02593169641327718,0,Very Low
C01375,Other,62,annual,15,13,9,0.692,9,0.08,2,0,9.0,0.441,0,0,0.9,0.2,0.016416833726578175,0,Very Low
C01376,Finance,28,multi_year,36,11,8,0.727,13,0.393,2,0,6.0,0.364,0,0,1.4444444444444444,0.2222222222222222,0.016931898264927213,0,Very Low
C01377,Tech,8,monthly,36,5,2,0.4,1,-0.571,6,0,5.0,0.45,0,1,0.3333333333333333,2.0,0.6719099603539048,1,High
C01378,Manufacturing,28,annual,47,11,7,0.636,4,-0.586,1,0,,0.572,0,0,0.5,0.125,0.06700979110792137,0,Very Low
C01379,Finance,56,multi_year,3,7,5,0.714,9,0.35,2,0,6.0,0.785,1,0,1.5,0.3333333333333333,0.0026741381522037678,0,Very Low
C01380,Manufacturing,116,annual,1,14,10,0.714,14,0.68,1,0,,0.505,1,0,1.2727272727272727,0.09090909090909091,0.005164019378198053,0,Very Low
C01381,Healthcare,32,monthly,20,12,8,0.667,5,-0.062,0,0,6.0,0.441,0,0,0.5555555555555556,0.0,0.05538051531873013,0,Very Low
C01382,Finance,4,monthly,1,4,2,0.5,2,0.0,2,1,6.0,0.437,1,0,0.6666666666666666,0.6666666666666666,0.43238757526402705,1,Medium
C01383,Tech,13,annual,1,7,4,0.571,4,-0.077,2,0,3.0,0.603,0,0,0.8,0.4,0.15629225388217,0,Very Low
C01384,Tech,9,annual,23,7,2,0.286,2,-0.333,2,0,,0.605,0,0,0.6666666666666666,0.6666666666666666,0.25759922105022043,0,Low
C01385,Tech,53,annual,15,13,3,0.231,4,-0.2,2,0,,0.41,0,1,1.0,0.5,0.4332899924676388,1,Medium
C01386,Other,40,monthly,5,9,6,0.667,4,0.091,3,1,6.0,0.456,0,1,0.5714285714285714,0.42857142857142855,0.31660089314097084,0,Low
C01387,Healthcare,31,monthly,11,7,5,0.714,1,-0.8,1,0,7.0,0.637,0,0,0.16666666666666666,0.16666666666666666,0.06667786992124664,0,Very Low
C01388,Tech,21,annual,20,5,5,1.0,4,-0.429,1,0,,0.565,0,0,0.6666666666666666,0.16666666666666666,0.018184839428647775,0,Very Low
C01389,Other,4,monthly,47,5,4,0.8,7,0.167,2,0,7.0,0.571,0,0,1.4,0.4,0.023179672373845682,0,Very Low
C01390,Healthcare,19,monthly,1,10,8,0.8,6,0.5,3,0,6.0,0.579,0,0,0.6666666666666666,0.3333333333333333,0.0133301851193535,0,Very Low
C01391,Tech,77,annual,60,8,3,0.375,2,-0.538,3,0,6.0,0.708,0,0,0.5,0.75,0.07634784196824494,0,Very Low
C01392,Tech,9,monthly,34,4,3,0.75,2,-0.4,1,0,8.0,0.648,0,0,0.5,0.25,0.028242113276606126,0,Very Low
C01393,Tech,10,annual,16,5,1,0.2,2,-0.143,1,0,3.0,0.29,0,1,1.0,0.5,0.7239984755262531,1,High
C01394,Healthcare,6,annual,30,7,4,0.571,4,0.091,4,0,3.0,0.588,0,0,0.8,0.8,0.0823220742203842,0,Very Low
C01395,Retail,16,monthly,45,4,3,0.75,1,-0.25,0,0,4.0,0.58,0,0,0.25,0.0,0.050292669332194874,0,Very Low
C01396,Manufacturing,35,annual,16,7,5,0.714,1,-0.727,1,0,4.0,0.34,0,1,0.16666666666666666,0.16666666666666666,0.24701259047686241,0,Low
C01397,Manufacturing,4,monthly,9,5,3,0.6,6,0.125,1,0,4.0,0.451,0,0,1.5,0.25,0.27373188711657725,0,Low
C01398,Healthcare,37,annual,15,12,5,0.417,10,0.667,0,1,6.0,0.355,0,0,1.6666666666666667,0.0,0.16464140471418767,0,Very Low
C01399,Retail,9,monthly,3,5,2,0.4,4,0.2,3,0,,0.522,1,0,1.3333333333333333,1.0,0.16899731486270617,0,Very Low
C01400,Manufacturing,256,annual,18,15,8,0.533,4,-0.25,1,0,,0.298,1,0,0.4444444444444444,0.1111111111111111,0.07577358745470972,0,Very Low
C01401,Manufacturing,17,annual,2,10,5,0.5,1,-0.786,0,0,7.0,0.347,0,0,0.16666666666666666,0.0,0.31986564487874264,0,Low
C01402,Healthcare,38,monthly,21,11,9,0.818,6,-0.379,3,0,,0.465,0,0,0.6,0.3,0.07594886995688942,0,Very Low
C01403,Finance,4,monthly,3,6,4,0.667,4,-0.2,1,0,6.0,0.665,1,0,0.8,0.2,0.045223585228470246,0,Very Low
C01404,Manufacturing,70,annual,4,8,5,0.625,4,-0.368,0,0,6.0,0.635,0,0,0.6666666666666666,0.0,0.04449244693105554,0,Very Low
C01405,Retail,29,annual,8,10,5,0.5,6,0.059,7,0,,0.419,0,0,1.0,1.1666666666666667,0.22550222337244374,0,Low
C01406,Healthcare,17,monthly,73,7,5,0.714,2,0.0,3,0,4.0,0.462,0,0,0.3333333333333333,0.5,0.04094091636550216,0,Very Low
C01407,Tech,123,multi_year,4,15,11,0.733,7,-0.125,1,0,,0.504,1,0,0.5833333333333334,0.08333333333333333,0.013330199138495213,0,Very Low
C01408,Healthcare,24,multi_year,6,10,6,0.6,6,0.2,1,1,3.0,0.35,0,0,0.8571428571428571,0.14285714285714285,0.28787567035005396,0,Low
C01409,Retail,18,annual,11,6,2,0.333,3,0.286,1,0,4.0,0.643,0,0,1.0,0.3333333333333333,0.10129165142446048,0,Very Low
C01410,Tech,122,multi_year,14,11,4,0.364,3,-0.4,3,0,4.0,0.482,1,0,0.6,0.6,0.1641965916495709,0,Very Low
C01411,Manufacturing,17,annual,6,7,6,0.857,6,-0.1,2,0,6.0,0.536,0,0,0.8571428571428571,0.2857142857142857,0.02640091706393951,0,Very Low
C01412,Finance,52,annual,14,9,3,0.333,3,-0.1,0,0,4.0,0.535,0,0,0.75,0.0,0.1873997946044065,0,Very Low
C01413,Finance,14,monthly,8,6,5,0.833,6,0.0,1,0,,0.493,0,0,1.0,0.16666666666666666,0.05779479989369136,0,Very Low
C01414,Other,9,multi_year,7,4,3,0.75,4,-0.2,2,0,,0.441,0,0,1.0,0.5,0.06895987211687891,0,Very Low
C01415,Manufacturing,140,monthly,8,11,7,0.636,8,0.6,2,2,6.0,0.67,1,0,1.0,0.25,0.11921277213857931,0,Very Low
C01416,Retail,41,annual,6,9,2,0.222,3,0.0,2,0,5.0,0.298,0,1,1.0,0.6666666666666666,0.5114647299231435,1,Medium
C01417,Retail,83,monthly,15,11,8,0.727,5,0.071,1,1,6.0,0.802,0,0,0.5555555555555556,0.1111111111111111,0.053248193274949056,0,Very Low
C01418,Healthcare,76,monthly,7,12,5,0.417,8,0.5,0,0,0.0,0.564,0,0,1.3333333333333333,0.0,0.2278190970827369,0,Low
C01419,Other,31,multi_year,1,8,2,0.25,4,0.091,1,0,,0.438,0,0,1.3333333333333333,0.3333333333333333,0.24140133476954237,0,Low
C01420,Other,48,multi_year,19,10,7,0.7,10,0.667,0,0,10.0,0.308,0,0,1.25,0.0,0.003680335725646172,0,Very Low
C01421,,17,monthly,56,10,5,0.5,5,0.154,3,0,,0.305,0,0,0.8333333333333334,0.5,0.24974497964700657,0,Low
C01422,Retail,17,multi_year,10,7,5,0.714,4,-0.294,0,0,7.0,0.449,0,0,0.6666666666666666,0.0,0.033405313451595205,0,Very Low
C01423,Healthcare,42,annual,6,11,10,0.909,10,-0.062,2,1,8.0,0.593,0,0,0.9090909090909091,0.18181818181818182,0.02245896442740102,0,Very Low
C01424,Tech,3,annual,15,4,2,0.5,2,-0.143,1,0,5.0,0.615,0,0,0.6666666666666666,0.3333333333333333,0.1066222309640122,0,Very Low
C01425,Healthcare,26,annual,1,6,1,0.167,1,-0.625,1,0,,0.53,0,0,0.5,0.5,0.43862568522994927,1,Medium
C01426,Manufacturing,10,annual,7,6,5,0.833,3,-0.357,1,0,7.0,0.768,1,0,0.5,0.16666666666666666,0.005737232784889218,0,Very Low
C01427,Tech,28,annual,20,10,5,0.5,7,-0.045,0,0,5.0,0.757,1,0,1.1666666666666667,0.0,0.01955777410450518,0,Very Low
C01428,Tech,9,annual,9,7,4,0.571,3,0.125,0,0,,0.655,0,0,0.6,0.0,0.029711880366745724,0,Very Low
C01429,Retail,108,monthly,49,14,6,0.429,4,0.091,1,0,,0.495,1,0,0.5714285714285714,0.14285714285714285,0.04283967324747705,0,Very Low
C01430,Tech,56,annual,23,11,8,0.727,9,0.174,1,0,7.0,0.403,1,0,1.0,0.1111111111111111,0.009225506743335856,0,Very Low
C01431,Tech,14,annual,6,6,5,0.833,6,0.286,1,0,6.0,0.865,1,0,1.0,0.16666666666666666,0.0017582201906238537,0,Very Low
C01432,Tech,57,annual,5,14,5,0.357,4,-0.143,0,0,5.0,0.319,1,0,0.6666666666666666,0.0,0.19065230927705987,0,Very Low
C01433,Retail,4,annual,1,3,3,1.0,2,-0.333,1,0,,0.865,0,0,0.5,0.25,0.007703249326834733,0,Very Low
C01434,,6,monthly,7,5,3,0.6,6,0.8,2,0,,0.5,0,0,1.5,0.5,0.07653203248680229,0,Very Low
C01435,Other,52,annual,2,12,6,0.5,5,-0.375,3,0,2.0,0.635,0,0,0.7142857142857143,0.42857142857142855,0.3330548794752818,0,Low
C01436,Tech,165,multi_year,6,10,8,0.8,7,-0.087,2,0,,0.72,1,0,0.7777777777777778,0.2222222222222222,0.003996640707430398,0,Very Low
C01437,Tech,27,annual,14,5,4,0.8,4,0.2,0,1,7.0,0.897,0,0,0.8,0.0,0.009052738335180282,0,Very Low
C01438,Retail,64,annual,31,9,3,0.333,3,0.286,2,1,5.0,0.283,0,0,0.75,0.5,0.4817370095007872,1,Medium
C01439,Other,36,annual,6,6,2,0.333,2,-0.143,2,0,3.0,0.572,0,0,0.6666666666666666,0.6666666666666666,0.3221375922215747,0,Low
C01440,Manufacturing,163,annual,1,11,9,0.818,14,0.4,2,0,,0.459,1,0,1.4,0.2,0.007191148144932353,0,Very Low
C01441,Retail,17,multi_year,3,7,4,0.571,3,-0.25,1,0,,0.599,0,0,0.6,0.2,0.05811465506808567,0,Very Low
C01442,Tech,6,annual,37,6,2,0.333,6,1.0,1,0,5.0,0.521,0,0,2.0,0.3333333333333333,0.04283824787404473,0,Very Low
C01443,Manufacturing,13,annual,17,6,5,0.833,7,0.312,2,1,7.0,0.693,0,0,1.1666666666666667,0.3333333333333333,0.0233013298774463,0,Very Low
C01444,Retail,32,monthly,66,8,6,0.75,6,-0.25,4,0,,0.388,0,0,0.8571428571428571,0.5714285714285714,0.09400293100176176,0,Very Low
C01445,Other,53,monthly,2,11,8,0.727,14,1.0,2,0,,0.465,0,0,1.5555555555555556,0.2222222222222222,0.018342721065787465,0,Very Low
C01446,Retail,15,annual,39,9,7,0.778,5,-0.286,3,0,,0.645,1,0,0.625,0.375,0.012116352014972014,0,Very Low
C01447,Healthcare,95,annual,4,12,8,0.667,11,0.065,5,0,7.0,0.627,0,0,1.2222222222222223,0.5555555555555556,0.018213420220073582,0,Very Low
C01448,Tech,6,monthly,6,5,2,0.4,1,-0.625,0,0,2.0,0.433,1,1,0.3333333333333333,0.0,0.625197505085327,1,High
C01449,,37,annual,13,9,6,0.667,5,-0.118,0,0,,0.68,0,0,0.7142857142857143,0.0,0.03376641493178878,0,Very Low
C01450,Other,10,multi_year,2,5,2,0.4,5,0.364,3,0,3.0,0.572,0,0,1.6666666666666667,1.0,0.19659041346128153,0,Very Low
C01451,Manufacturing,19,monthly,8,9,6,0.667,7,0.167,1,0,,0.575,0,0,1.0,0.14285714285714285,0.060635320487677016,0,Very Low
C01452,,16,multi_year,49,8,4,0.5,5,0.25,0,0,3.0,0.362,0,0,1.0,0.0,0.11561778719807517,0,Very Low
C01453,Retail,91,annual,7,8,7,0.875,4,-0.455,0,0,5.0,0.615,0,0,0.5,0.0,0.02367936396484962,0,Very Low
C01454,Tech,155,monthly,35,15,6,0.4,10,0.304,1,0,5.0,0.412,1,0,1.4285714285714286,0.14285714285714285,0.08438674190258907,0,Very Low
C01455,Tech,3,monthly,33,3,1,0.333,3,0.0,2,0,4.0,0.302,0,1,1.5,1.0,0.704417953493911,1,High
C01456,Healthcare,20,annual,3,6,1,0.167,1,-0.4,3,0,7.0,0.44,0,1,0.5,1.5,0.41708122358313887,1,Medium
C01457,Manufacturing,41,annual,15,13,5,0.385,13,0.625,1,0,5.0,0.334,0,0,2.1666666666666665,0.16666666666666666,0.14804140671272248,0,Very Low
C01458,Tech,11,annual,4,7,4,0.571,8,0.846,1,0,8.0,0.452,0,0,1.6,0.2,0.01379198141479221,0,Very Low
C01459,Retail,25,monthly,2,8,5,0.625,4,-0.143,0,0,6.0,0.414,0,0,0.6666666666666666,0.0,0.1488861359452891,0,Very Low
C01460,Retail,27,monthly,62,10,7,0.7,10,0.304,3,0,7.0,0.531,0,0,1.25,0.375,0.017688340030073902,0,Very Low
C01461,Finance,66,annual,17,12,3,0.25,3,-0.182,5,0,,0.563,0,0,0.75,1.25,0.31569007059255166,0,Low
C01462,Tech,13,annual,20,4,2,0.5,2,0.0,2,0,,0.627,0,0,0.6666666666666666,0.6666666666666666,0.058061016486060664,0,Very Low
C01463,Tech,67,monthly,25,13,6,0.462,6,-0.357,1,0,,0.644,0,1,0.8571428571428571,0.14285714285714285,0.17121705216986502,0,Very Low
C01464,,24,annual,9,10,7,0.7,5,-0.286,0,0,,0.41,0,0,0.625,0.0,0.12206175693902778,0,Very Low
C01465,Healthcare,31,monthly,9,7,5,0.714,5,0.071,5,0,5.0,0.519,0,0,0.8333333333333334,0.8333333333333334,0.07737768165843457,0,Very Low
C01466,Retail,15,annual,4,6,2,0.333,3,0.5,0,0,3.0,0.532,0,1,1.0,0.0,0.12917196097041433,0,Very Low
C01467,Other,26,monthly,11,10,6,0.6,3,-0.357,0,0,6.0,0.462,0,0,0.42857142857142855,0.0,0.1779892022244207,0,Very Low
C01468,Healthcare,33,monthly,1,7,3,0.429,5,0.364,1,0,7.0,0.575,0,0,1.25,0.25,0.051370073559308074,0,Very Low
C01469,Other,423,multi_year,20,11,8,0.727,5,-0.516,0,0,3.0,0.569,1,0,0.5555555555555556,0.0,0.02469495961678957,0,Very Low
C01470,Tech,84,monthly,9,12,10,0.833,8,-0.077,1,1,,0.602,0,0,0.7272727272727273,0.09090909090909091,0.12869846512582153,0,Very Low
C01471,Tech,46,annual,13,9,7,0.778,4,-0.478,3,0,5.0,0.647,0,0,0.5,0.375,0.05017776518575798,0,Very Low
C01472,Manufacturing,35,annual,17,12,7,0.583,3,-0.55,1,0,4.0,0.592,0,0,0.375,0.125,0.15507893762003777,0,Very Low
C01473,Healthcare,14,monthly,24,4,0,0.0,1,0.5,3,0,3.0,0.249,0,1,1.0,3.0,0.8253387867533492,1,Very High
C01474,Tech,97,annual,1,10,8,0.8,6,-0.1,3,0,3.0,0.552,0,0,0.6666666666666666,0.3333333333333333,0.06277315765401112,0,Very Low
C01475,Healthcare,9,monthly,11,6,5,0.833,7,0.235,3,0,6.0,0.57,0,0,1.1666666666666667,0.5,0.023659748029332336,0,Very Low
C01476,Healthcare,14,monthly,13,4,2,0.5,1,-0.4,4,0,1.0,0.282,0,0,0.3333333333333333,1.3333333333333333,0.7838972727486377,1,High
C01477,Retail,76,annual,6,9,7,0.778,5,0.154,2,0,,0.671,1,0,0.625,0.25,0.0048761405587975076,0,Very Low
C01478,Other,17,annual,28,8,6,0.75,5,0.071,2,0,6.0,0.464,0,0,0.7142857142857143,0.2857142857142857,0.027101735687074094,0,Very Low
C01479,Manufacturing,11,monthly,10,5,4,0.8,7,0.167,1,0,,0.55,0,0,1.4,0.2,0.04771469661223286,0,Very Low
C01480,Healthcare,525,multi_year,24,13,7,0.538,9,0.125,4,0,,0.657,1,0,1.125,0.5,0.0060302319711953364,0,Very Low
C01481,Tech,11,annual,9,9,6,0.667,3,-0.438,0,0,,0.677,0,0,0.42857142857142855,0.0,0.05278477819820831,0,Very Low
C01482,Retail,21,multi_year,6,5,4,0.8,1,-0.4,3,1,,0.478,0,0,0.2,0.6,0.18455627337359923,0,Very Low
C01483,Other,7,monthly,10,4,2,0.5,4,0.0,2,0,6.0,0.342,0,1,1.3333333333333333,0.6666666666666666,0.3794581004174156,1,Low
C01484,Retail,36,monthly,2,7,3,0.429,1,-0.25,3,0,,0.594,0,0,0.25,0.75,0.24499969289611226,0,Low
C01485,Finance,91,annual,16,11,3,0.273,2,-0.25,5,0,4.0,0.639,0,0,0.5,1.25,0.3189169913827397,0,Low
C01486,Tech,469,annual,10,19,13,0.684,6,-0.357,3,0,6.0,0.616,1,0,0.42857142857142855,0.21428571428571427,0.018689393152105993,0,Very Low
C01487,Finance,122,annual,16,14,8,0.571,2,-0.739,3,0,4.0,0.497,1,1,0.2222222222222222,0.3333333333333333,0.15488659020213077,0,Very Low
C01488,Other,56,monthly,39,11,3,0.273,5,0.25,2,1,2.0,0.537,0,1,1.25,0.5,0.7599406103933304,1,High
C01489,Other,31,multi_year,30,7,6,0.857,5,0.0,3,0,6.0,0.547,0,0,0.7142857142857143,0.42857142857142855,0.01008371424304835,0,Very Low
C01490,Retail,108,monthly,11,7,5,0.714,8,0.333,1,0,5.0,0.58,1,0,1.3333333333333333,0.16666666666666666,0.014721625996651748,0,Very Low
C01491,Tech,30,monthly,6,9,8,0.889,15,0.8,0,0,6.0,0.634,0,0,1.6666666666666667,0.0,0.005224303104927221,0,Very Low
C01492,Healthcare,61,annual,34,13,8,0.615,7,-0.125,2,0,4.0,0.415,0,0,0.7777777777777778,0.2222222222222222,0.07543870773183492,0,Very Low
C01493,Healthcare,7,monthly,34,6,4,0.667,4,-0.143,0,0,5.0,0.436,0,0,0.8,0.0,0.08908502142630427,0,Very Low
C01494,Manufacturing,59,monthly,3,11,6,0.545,7,-0.125,2,0,4.0,0.681,0,1,1.0,0.2857142857142857,0.17206673465205505,0,Very Low
C01495,Tech,8,annual,10,4,1,0.25,3,0.125,4,0,,0.474,0,1,1.5,2.0,0.44273845362770153,1,Medium
C01496,Finance,23,annual,22,9,5,0.556,8,0.412,2,1,,0.726,0,0,1.3333333333333333,0.3333333333333333,0.07167041796537796,0,Very Low
C01497,Other,5,monthly,28,5,2,0.4,2,-0.143,1,1,4.0,0.286,0,1,0.6666666666666666,0.3333333333333333,0.861018328085396,1,Very High
C01498,Tech,9,multi_year,17,5,2,0.4,3,0.5,2,0,,0.467,0,0,1.0,0.6666666666666666,0.05751942144207214,0,Very Low
C01499,Retail,157,monthly,37,10,5,0.5,1,-0.8,2,0,,0.694,1,0,0.16666666666666666,0.3333333333333333,0.0806836662084342,0,Very Low
C01500,Healthcare,44,annual,2,12,10,0.833,14,0.448,0,0,6.0,0.867,0,0,1.2727272727272727,0.0,0.0015629564683051294,0,Very Low
C01501,Other,11,annual,7,5,2,0.4,1,0.0,3,0,5.0,0.733,0,0,0.3333333333333333,1.0,0.08852228509373126,0,Very Low
C01502,Tech,115,annual,6,16,12,0.75,12,0.125,0,0,8.0,0.616,1,0,0.9230769230769231,0.0,0.0032288504413170156,0,Very Low
C01503,Tech,4,annual,2,4,2,0.5,5,0.875,2,0,,0.47,1,0,1.6666666666666667,0.6666666666666666,0.024239870032714144,0,Very Low
C01504,Retail,29,multi_year,49,12,6,0.5,2,-0.333,2,1,,0.406,0,1,0.2857142857142857,0.2857142857142857,0.314639220625316,0,Low
C01505,Other,8,monthly,36,5,3,0.6,5,0.5,2,0,,0.487,0,0,1.25,0.5,0.056811129967086656,0,Very Low
C01506,Tech,59,annual,24,6,5,0.833,5,-0.118,1,0,7.0,0.605,0,0,0.8333333333333334,0.16666666666666666,0.008847752680981034,0,Very Low
